Bean_Type,Roast_Level,Grind_Size,Brewing_Method,Water_Temp_C,Brew_Time_sec,Coffee_Water_Ratio,Acidity_Pref,Bitterness_Pref,Flavor_Score
Arabica,Light,Medium,Pour-over,90.41414995475073,263.4545607502037,0.064,3,4,7.7
Arabica,Medium,Fine,Espresso,90.51290977193017,266.40042372468474,0.057,4,5,7.35
Blend,Light,Coarse,French Press,92.98595648111963,276.00914635660945,0.068,1,1,4.86
Blend,Light,Coarse,Cold Brew,89.4484386373721,216.7790620078111,0.064,5,2,5.41
Blend,Dark,Medium,Pour-over,90.45607535234556,195.591064539616,0.068,3,3,5.13
Robusta,Light,Fine,Espresso,88.68107545631497,221.83241766753937,0.069,4,1,4.77
Robusta,Dark,Coarse,French Press,89.54844360017302,156.2351748934489,0.067,5,2,3.76
Arabica,Dark,Medium,Espresso,89.37492377703127,223.35223989079438,0.062,3,4,6.34
Blend,Dark,Medium,Cold Brew,90.30725720402783,247.38205212788148,0.065,3,3,5.86
Robusta,Medium,Medium,Pour-over,90.00043855617946,304.24477967325174,0.056,2,0,5.76
Blend,Light,Coarse,Pour-over,89.02297148037545,255.43537532337302,0.067,3,5,5.26
Robusta,Dark,Fine,Espresso,95.91967238529304,203.8194124404227,0.067,0,1,4.12
Arabica,Medium,Coarse,Espresso,90.25208937710164,233.15003298251656,0.068,2,0,6.81
Robusta,Medium,Fine,French Press,93.73027419857921,314.4722313467853,0.068,2,5,3.81
Blend,Medium,Fine,French Press,92.91134092847152,184.93233837447673,0.071,2,4,5.88
Arabica,Light,Coarse,French Press,97.02664218063346,307.19166740335834,0.07,2,4,5.42
Robusta,Light,Medium,Espresso,90.24976293239561,187.96392973943497,0.063,3,0,5.76
Arabica,Medium,Fine,Pour-over,91.6914934393268,276.3686466581251,0.056,1,2,7.66
Arabica,Dark,Coarse,Cold Brew,96.9837776436436,221.71614973654914,0.068,5,5,3.94
Blend,Light,Coarse,French Press,92.9053756994584,270.6432111353876,0.071,5,3,5.48
Blend,Medium,Medium,Cold Brew,89.13781475676103,201.85581547921208,0.068,1,5,5.53
Robusta,Light,Medium,French Press,91.28210966960174,211.2870645579311,0.069,2,3,4.76
Arabica,Medium,Fine,French Press,95.15917229904613,321.3322119441386,0.061,1,0,5.82
Arabica,Medium,Coarse,Pour-over,92.33286828820412,271.4787826221998,0.064,4,1,6.43
Robusta,Dark,Medium,Espresso,93.46207940957115,262.21517390532875,0.065,4,1,5.01
Arabica,Light,Medium,Cold Brew,93.83242950126433,189.2124005170757,0.071,3,0,5.39
Robusta,Medium,Medium,Espresso,90.17796320370364,305.17293346472104,0.057,5,0,4.42
Robusta,Medium,Fine,Cold Brew,92.18503954954392,257.15266001322294,0.057,5,0,4.96
Blend,Light,Coarse,Cold Brew,89.51722933805384,243.445755321855,0.063,0,1,4.98
Blend,Medium,Coarse,Pour-over,94.71180452325859,145.48270257832647,0.066,5,3,4.59
Arabica,Light,Medium,Cold Brew,92.06238112302623,210.87988235083463,0.068,1,2,5.96
Arabica,Dark,Fine,Pour-over,89.60242398004924,220.6902591127187,0.068,5,4,5.19
Arabica,Light,Medium,Cold Brew,89.07789133064637,258.3798922428277,0.06,4,0,6.89
Blend,Medium,Coarse,Espresso,93.13960355212724,313.1437445225999,0.057,2,3,6.8
Blend,Dark,Fine,Cold Brew,91.45856025922812,367.72430271379443,0.057,3,0,3.66
Robusta,Dark,Medium,Espresso,91.38415917741506,185.70388160855157,0.059,3,3,5.17
Robusta,Medium,Coarse,Pour-over,89.56636035843336,277.37238983684927,0.061,0,5,3.37
Arabica,Dark,Medium,Espresso,92.35316365214273,279.3029385451111,0.061,2,4,6.83
Arabica,Medium,Coarse,Cold Brew,91.20335948594473,259.33701952458415,0.071,0,3,5.22
Blend,Light,Fine,Pour-over,90.45284879020099,251.91928945509807,0.058,3,5,6.11
Arabica,Dark,Fine,Espresso,89.7925882548715,248.14688339572393,0.07,3,2,7.34
Arabica,Light,Coarse,Espresso,92.01743167562735,250.60224179361248,0.066,4,1,6.65
Blend,Light,Coarse,Pour-over,88.43296615285989,229.78992231590988,0.056,0,2,6.04
Arabica,Medium,Fine,Cold Brew,92.6718658342692,207.78512691798625,0.069,3,5,6.53
Robusta,Medium,Medium,French Press,97.42362847639757,254.03140703019238,0.061,2,1,5.68
Blend,Dark,Medium,Cold Brew,95.91790975198157,236.3532352177525,0.069,3,5,3.97
Arabica,Light,Medium,Cold Brew,93.63745152368604,206.40476413957057,0.069,5,0,5.32
Robusta,Dark,Fine,Pour-over,90.76787402269275,213.4914491254828,0.067,0,5,2.58
Arabica,Light,Fine,Cold Brew,94.38710942509923,264.74655749922596,0.069,2,2,6.2
Arabica,Light,Coarse,Pour-over,89.97361566543266,258.7823667741171,0.071,2,3,5.53
Arabica,Dark,Coarse,Espresso,90.99206147128116,257.3091439652074,0.061,4,2,6.4
Blend,Light,Coarse,Pour-over,96.33198999672364,253.70449592855562,0.059,0,2,5.43
Robusta,Dark,Medium,Cold Brew,94.57777167499952,253.84710983330967,0.056,2,2,4.08
Blend,Medium,Fine,Cold Brew,87.71590750069771,217.10811788863737,0.058,2,5,4.52
Arabica,Dark,Medium,French Press,91.70683084078725,296.4683750372582,0.056,5,1,5.92
Blend,Medium,Medium,Cold Brew,94.65425316428994,280.12852798956095,0.066,0,3,6.47
Arabica,Medium,Fine,Espresso,89.67055457582107,323.6513960969834,0.059,4,4,6.36
Robusta,Dark,Medium,French Press,91.34413786652381,243.43361586906013,0.06,5,2,4.87
Arabica,Light,Coarse,Espresso,93.96683119475867,301.1089447809506,0.057,3,1,6.84
Blend,Light,Coarse,Cold Brew,97.13184011774578,235.82203125850114,0.068,5,3,4.69
Robusta,Dark,Fine,Espresso,92.21015648933954,286.4751321043276,0.057,3,4,4.36
Blend,Medium,Fine,Pour-over,92.71510694820435,279.0079051912972,0.07,0,4,5.57
Robusta,Medium,Coarse,French Press,90.44626204983862,249.6419390843266,0.07,5,0,3.91
Arabica,Dark,Fine,Cold Brew,90.59425120426995,297.2868057409853,0.066,3,3,5.7
Blend,Dark,Coarse,French Press,94.18195954106214,213.03118374752546,0.071,3,1,5.04
Arabica,Dark,Coarse,Espresso,86.75006637734361,276.2743078050294,0.056,4,3,5.59
Arabica,Light,Fine,Espresso,94.419692530043,248.24198071518052,0.059,1,0,5.76
Blend,Light,Coarse,Cold Brew,85.0,217.49546068685376,0.063,3,0,6.09
Robusta,Medium,Coarse,Espresso,91.38519488656027,240.27473019756147,0.056,5,2,5.35
Arabica,Dark,Coarse,Espresso,94.32633641228928,144.62573298574847,0.059,1,2,4.78
Arabica,Dark,Medium,Pour-over,90.25766663448809,274.1485218273131,0.069,4,2,6.69
Blend,Medium,Medium,Cold Brew,94.97738249448358,237.4371879948601,0.07,4,0,5.61
Robusta,Medium,Coarse,Cold Brew,96.44170416662567,211.62598848255732,0.07,4,4,4.59
Arabica,Medium,Coarse,Pour-over,88.50367198933994,282.07801623313065,0.071,4,0,5.44
Robusta,Medium,Coarse,Cold Brew,90.55081684494968,245.87172047942198,0.06,0,3,4.04
Blend,Medium,Coarse,Espresso,93.02844548720788,206.7082446752731,0.061,2,3,5.29
Robusta,Dark,Medium,French Press,94.75924284298397,244.5567851240308,0.062,2,0,5.03
Arabica,Dark,Medium,Espresso,93.32582194870822,196.38403690228614,0.065,1,5,6.53
Arabica,Dark,Coarse,Espresso,94.12464326976968,249.32864525054006,0.065,3,2,6.72
Arabica,Dark,Coarse,Pour-over,93.08451057561831,194.25095170717353,0.056,5,3,5.47
Blend,Light,Fine,Pour-over,91.61438746568321,164.72603818009443,0.065,1,4,5.03
Arabica,Medium,Medium,Pour-over,88.91697457722212,290.62831363458804,0.066,3,4,6.58
Blend,Medium,Coarse,Espresso,90.06131807046859,311.0124357043805,0.066,0,4,5.0
Blend,Light,Medium,Espresso,95.15358203295813,217.52457345810285,0.063,3,0,5.88
Robusta,Light,Coarse,Pour-over,86.54207621400583,212.27252691054323,0.065,1,2,5.37
Arabica,Light,Medium,Cold Brew,94.33870018172115,200.5285581704182,0.058,4,3,6.95
Blend,Light,Fine,French Press,91.53660344339607,257.222906883762,0.064,1,3,5.9
Robusta,Medium,Coarse,Cold Brew,95.97902659396166,288.88493209492214,0.065,5,0,3.99
Blend,Dark,Fine,Espresso,92.08385436573337,256.72748313870994,0.058,1,2,5.08
Blend,Medium,Fine,French Press,87.64708021267674,206.47214743961925,0.063,1,4,5.35
Arabica,Medium,Coarse,French Press,90.75887249697614,282.8358092535846,0.062,2,5,6.52
Robusta,Medium,Coarse,Espresso,93.10892657659429,235.70791423983084,0.062,5,3,5.85
Arabica,Dark,Medium,Espresso,91.94508954793554,255.88978436965812,0.064,4,5,6.74
Blend,Medium,Medium,Cold Brew,90.52768361053135,282.4893732139841,0.067,1,0,5.09
Blend,Medium,Fine,Pour-over,98.0,243.41414475551235,0.059,2,3,7.02
Robusta,Light,Fine,Cold Brew,86.52582785929778,233.12548054146833,0.065,2,3,4.13
Blend,Medium,Coarse,Cold Brew,92.87558528600005,275.9785988459298,0.065,1,2,5.39
Arabica,Medium,Coarse,French Press,88.17250374029018,238.79422921916594,0.064,2,2,6.79
Arabica,Medium,Fine,Espresso,92.76121898448372,258.7077268706173,0.064,3,5,7.48
Arabica,Light,Coarse,French Press,90.82505429773462,250.76507764980428,0.06,5,1,5.79
Blend,Dark,Fine,Espresso,93.13130118170656,238.82948745260086,0.063,5,1,7.68
Blend,Dark,Coarse,Cold Brew,88.2666248004865,167.40507822503102,0.065,0,2,4.88
Blend,Dark,Medium,Cold Brew,95.16817042719815,248.9295565651664,0.071,1,3,5.24
Blend,Light,Medium,French Press,93.93564675785017,262.22417864013795,0.059,0,3,5.5
Robusta,Dark,Medium,Cold Brew,88.9303167015701,208.22295786125278,0.061,2,2,5.17
Robusta,Medium,Coarse,Pour-over,89.41294288080967,329.5897215971146,0.066,3,1,5.08
Blend,Light,Medium,Cold Brew,95.64280895137783,205.2800000184581,0.064,5,2,5.38
Blend,Dark,Coarse,Pour-over,94.56985131387704,260.6017069310475,0.058,4,3,5.65
Arabica,Light,Coarse,Pour-over,95.56674011442392,268.33215388804257,0.069,1,0,4.98
Arabica,Light,Fine,Espresso,94.92515328591041,258.8128924211316,0.066,4,4,5.71
Robusta,Medium,Coarse,French Press,89.8522494477244,253.44640185104163,0.069,3,5,3.88
Blend,Light,Medium,Espresso,89.71182566430136,209.23430600850807,0.068,5,5,4.78
Arabica,Dark,Medium,Pour-over,95.45088807890419,251.19370643990433,0.064,5,4,6.93
Blend,Medium,Fine,French Press,90.56426766613559,263.92230785811637,0.069,1,1,5.39
Arabica,Dark,Coarse,Pour-over,92.65769500326492,291.57079450862545,0.066,1,5,4.11
Arabica,Light,Coarse,French Press,91.3484199498171,196.61864826831794,0.064,3,4,5.5
Robusta,Medium,Coarse,Cold Brew,92.67890280446561,257.09823699980467,0.062,5,1,4.96
Robusta,Light,Fine,Pour-over,89.15752359507867,214.95239871113733,0.06,5,0,4.54
Robusta,Dark,Coarse,Pour-over,89.42465017887594,285.02351084161376,0.057,0,2,4.16
Arabica,Light,Medium,French Press,90.53540900830326,281.096861413551,0.07,4,2,6.26
Arabica,Dark,Medium,Espresso,91.32121738647875,270.24213288314587,0.071,4,0,6.16
Arabica,Dark,Coarse,Cold Brew,97.9450754192001,302.75114416411395,0.067,1,4,3.64
Robusta,Dark,Fine,Cold Brew,94.89619245377351,289.4452288722487,0.071,3,2,4.53
Arabica,Light,Medium,Cold Brew,92.59194712221678,215.293924182626,0.068,3,4,6.2
Robusta,Dark,Medium,Pour-over,91.581661172957,221.99242940594354,0.071,3,0,4.43
Blend,Light,Fine,French Press,91.81537017835986,290.82798340368765,0.056,0,4,4.82
Robusta,Medium,Coarse,Pour-over,95.70536546584559,227.1963207622244,0.069,0,0,4.51
Arabica,Dark,Medium,French Press,93.88878240918193,285.9769374400509,0.068,4,1,6.41
Arabica,Medium,Medium,French Press,94.01865864895235,233.42334238154476,0.058,2,3,7.19
Robusta,Dark,Medium,Cold Brew,97.89408514390672,207.67225659798314,0.056,4,0,3.98
Arabica,Light,Coarse,Pour-over,93.54320280971132,263.5888837096553,0.064,4,1,6.35
Arabica,Light,Medium,Pour-over,89.01695187617446,137.50665364818758,0.064,5,3,5.71
Robusta,Light,Medium,Pour-over,91.94221886079681,229.4843668316693,0.071,3,1,5.03
Blend,Medium,Coarse,Pour-over,95.34296508400662,268.6152526176498,0.064,1,3,6.18
Blend,Medium,Medium,Cold Brew,94.01858370790046,263.67256534965514,0.057,5,4,6.16
Arabica,Light,Fine,Pour-over,89.52992238626473,265.1486344320122,0.065,2,4,5.74
Arabica,Dark,Medium,Cold Brew,92.49428252370954,242.0355080742407,0.069,0,2,6.11
Robusta,Medium,Fine,French Press,95.45971573563573,202.62593565685955,0.058,2,4,4.65
Blend,Medium,Fine,Espresso,89.77059720569605,208.11988785671272,0.063,3,3,7.01
Arabica,Medium,Fine,Pour-over,92.69210271715605,189.5934093930968,0.059,1,0,6.1
Arabica,Light,Fine,Pour-over,95.84493138501131,262.307642429005,0.065,2,4,6.66
Arabica,Light,Fine,French Press,95.4204471155638,303.22162746273494,0.06,0,3,5.01
Robusta,Dark,Fine,Pour-over,95.72955031164308,204.04747247860394,0.064,0,5,3.08
Robusta,Medium,Medium,Espresso,91.5325355770127,241.514476600358,0.059,4,1,6.63
Arabica,Medium,Medium,Pour-over,90.41018669161254,248.98503141556077,0.06,5,5,7.75
Arabica,Medium,Fine,Pour-over,86.31658079348911,217.45199299768396,0.058,4,3,6.87
Arabica,Dark,Coarse,Espresso,92.90485774386079,267.51867808464135,0.058,2,4,4.71
Robusta,Dark,Coarse,French Press,93.79474812388985,209.53247175065607,0.066,3,2,5.04
Robusta,Light,Fine,French Press,92.14388433794464,253.27375453034063,0.06,0,1,4.24
Arabica,Medium,Fine,Pour-over,92.47116374422832,246.50977659385583,0.059,2,4,7.15
Arabica,Dark,Coarse,Pour-over,92.08004317133161,262.88371113619684,0.071,4,1,6.7
Robusta,Medium,Medium,French Press,91.4272886248181,268.7903176859273,0.066,2,3,5.01
Robusta,Light,Fine,Espresso,96.4523480856079,254.2245339514264,0.063,0,4,4.03
Arabica,Light,Coarse,Cold Brew,93.8135459790661,275.29332249293634,0.067,2,5,4.86
Robusta,Medium,Medium,French Press,90.68984079187821,237.3546954149671,0.063,4,4,5.55
Robusta,Medium,Medium,French Press,90.05737458309453,269.7676788599975,0.071,0,4,4.34
Blend,Light,Medium,Pour-over,98.0,227.7030622160696,0.057,5,2,6.01
Blend,Dark,Fine,Espresso,89.98316518343721,271.31348658951566,0.071,4,3,4.79
Arabica,Light,Coarse,Pour-over,86.47901289129749,304.4068611751443,0.069,0,1,4.5
Arabica,Dark,Coarse,Pour-over,94.23826435861905,196.58175692415136,0.062,2,2,6.63
Robusta,Medium,Fine,Pour-over,86.52667733997062,209.53416375447858,0.069,4,3,5.69
Blend,Dark,Fine,Pour-over,91.543400058927,227.36165094217398,0.068,1,3,5.98
Arabica,Medium,Coarse,Pour-over,87.64647292984532,239.5164420861578,0.065,0,2,6.39
Robusta,Medium,Coarse,Pour-over,92.25906594650111,184.75560976341012,0.06,2,4,5.48
Robusta,Medium,Coarse,Pour-over,89.289969541109,236.43098188333343,0.069,4,3,5.77
Blend,Light,Coarse,Cold Brew,94.22177260430914,201.91284773042602,0.069,4,3,5.04
Arabica,Light,Medium,Espresso,90.48746050697699,236.73909307593416,0.058,5,0,6.28
Robusta,Light,Medium,Cold Brew,92.10245725246408,196.51016244548788,0.059,2,5,3.6
Arabica,Light,Fine,French Press,94.03811984886951,194.04823859365376,0.067,4,4,5.1
Arabica,Dark,Fine,French Press,89.96730604299303,287.7643761218949,0.069,5,0,4.66
Arabica,Medium,Fine,Cold Brew,94.35017152784779,229.93844455822017,0.068,5,4,5.57
Blend,Medium,Fine,Espresso,92.4260462367657,188.40055296699148,0.068,2,1,5.48
Arabica,Dark,Fine,French Press,93.25519466266606,296.06394371785717,0.071,1,5,5.13
Arabica,Medium,Fine,Espresso,87.49075909472054,282.0779047089167,0.068,5,0,5.83
Robusta,Dark,Coarse,Cold Brew,97.98700246935189,364.39674224021445,0.061,0,1,2.87
Arabica,Light,Fine,Pour-over,94.98659740724925,272.6429137357539,0.067,4,5,5.91
Robusta,Dark,Medium,Cold Brew,91.38522862467768,237.28488911708092,0.056,0,4,4.09
Blend,Medium,Coarse,French Press,88.6584407011966,269.494925410433,0.062,0,0,5.53
Robusta,Light,Medium,Cold Brew,88.72489737158206,224.51601190102397,0.068,3,1,5.18
Robusta,Medium,Coarse,Cold Brew,91.03028610643373,283.0157378258431,0.057,2,4,4.38
Robusta,Light,Fine,French Press,92.57962226814259,292.78577977909197,0.071,2,4,5.14
Robusta,Medium,Medium,Cold Brew,92.11980919164407,230.482258106117,0.068,2,2,5.92
Robusta,Medium,Coarse,Cold Brew,89.01082493249879,228.80507655335913,0.069,3,3,4.22
Blend,Medium,Medium,Pour-over,95.04475694736547,240.25917936882865,0.057,5,2,7.5
Blend,Light,Medium,Espresso,87.96354549124334,267.282380343072,0.058,0,0,5.22
Arabica,Light,Coarse,Pour-over,91.28030324875952,225.33995777951594,0.07,4,0,5.25
Blend,Light,Medium,Espresso,92.79393201536386,277.9248575640258,0.059,0,5,5.01
Robusta,Light,Fine,Pour-over,90.15729014435391,219.5866006716901,0.059,3,0,5.28
Robusta,Light,Medium,Espresso,96.16177223315779,285.8649566624771,0.066,5,2,5.54
Blend,Dark,Medium,Espresso,96.00696769143369,238.90840241441197,0.071,1,5,4.98
Robusta,Dark,Fine,Pour-over,93.16451077300397,241.54908081478447,0.064,1,1,4.33
Blend,Medium,Coarse,French Press,93.12344193922533,208.1142910237373,0.065,1,0,5.37
Blend,Medium,Medium,Espresso,94.22824988536077,294.5919523896934,0.064,5,5,5.96
Blend,Light,Fine,Pour-over,88.79983667352136,235.33480270398422,0.067,2,3,5.66
Robusta,Medium,Coarse,Cold Brew,92.34386452759998,204.96401689135564,0.066,5,2,5.25
Robusta,Dark,Medium,Pour-over,85.98160939069281,317.9468383088594,0.065,2,3,4.07
Robusta,Dark,Fine,French Press,98.0,200.8975149810925,0.059,2,4,4.28
Blend,Light,Coarse,Pour-over,88.02058361506676,281.8927082648579,0.062,0,4,5.09
Robusta,Medium,Coarse,Cold Brew,87.40667749233283,260.5701902407134,0.063,0,1,4.75
Arabica,Dark,Medium,French Press,90.99776830706018,262.584237035744,0.071,0,1,5.04
Arabica,Light,Fine,Pour-over,91.92934354737729,233.02582968388657,0.057,2,4,6.44
Arabica,Dark,Medium,Pour-over,94.47814151432452,222.5294305104713,0.067,1,2,5.82
Blend,Medium,Medium,French Press,97.24875171261627,295.2581631476195,0.066,1,1,5.51
Robusta,Medium,Fine,Pour-over,92.79046164599318,251.76896516053975,0.067,0,0,4.83
Robusta,Light,Medium,French Press,91.26107073389957,267.9110760404485,0.062,5,1,5.81
Blend,Dark,Coarse,French Press,96.90258579973153,180.87411648793352,0.07,2,3,3.87
Arabica,Light,Coarse,Cold Brew,92.22786580374826,269.7072967343889,0.059,1,5,5.32
Arabica,Light,Coarse,Pour-over,94.66187251180023,209.46855583285674,0.061,0,4,5.46
Robusta,Dark,Fine,Espresso,95.21893414329804,334.5548997847744,0.06,3,0,4.57
Blend,Medium,Coarse,Pour-over,94.16468751537843,230.76534504620923,0.066,2,2,7.3
Blend,Dark,Medium,French Press,90.18241753772332,308.77511624829185,0.063,3,2,5.67
Robusta,Light,Medium,Pour-over,94.5787636609394,224.5147740084194,0.06,4,2,5.82
Blend,Light,Medium,French Press,94.3795081003793,239.33856999009498,0.057,2,5,5.54
Blend,Medium,Coarse,Cold Brew,91.53878728301834,299.5090814263307,0.071,1,2,5.05
Blend,Light,Fine,Espresso,93.7118389916586,278.72738642131446,0.057,4,0,5.16
Robusta,Light,Fine,Pour-over,89.52376841006314,357.963777012349,0.061,1,3,4.59
Arabica,Dark,Coarse,French Press,92.33204721696748,245.02799288707936,0.059,4,3,5.35
Blend,Light,Fine,French Press,96.34709069383771,203.97411527089298,0.061,4,0,5.01
Blend,Dark,Fine,Cold Brew,92.92478252168748,153.7359721346885,0.068,0,3,4.17
Arabica,Dark,Coarse,Cold Brew,93.82055177964702,322.2617425931817,0.058,4,4,4.05
Arabica,Medium,Fine,Pour-over,89.698947419294,299.10727511750713,0.063,4,0,6.93
Blend,Dark,Medium,Cold Brew,93.23219198980728,298.46952534139575,0.06,5,0,4.66
Robusta,Medium,Medium,French Press,89.03519342546957,168.69181026207906,0.067,2,5,4.62
Arabica,Dark,Fine,Cold Brew,89.35569917462578,201.08200882733337,0.059,2,5,5.16
Robusta,Dark,Medium,Pour-over,90.4748318862258,213.57031855858767,0.06,5,5,4.24
Arabica,Dark,Coarse,Espresso,93.33510759234856,156.31571081499104,0.062,2,2,6.83
Arabica,Medium,Coarse,French Press,95.25778008896839,282.2087540532417,0.058,1,1,6.55
Arabica,Dark,Fine,Cold Brew,91.27630680110795,261.95515375275824,0.057,0,4,6.03
Robusta,Light,Fine,Cold Brew,90.99280701524083,208.4221855903605,0.058,1,0,3.72
Arabica,Medium,Fine,Pour-over,88.1467088767772,234.71651977923426,0.064,4,0,7.12
Arabica,Medium,Fine,Cold Brew,91.86289930670966,209.4003220497549,0.064,4,2,6.51
Robusta,Dark,Medium,Espresso,94.51471063871342,289.77992304084233,0.069,0,2,4.67
Blend,Light,Fine,French Press,90.8369654491873,213.0610590939684,0.064,4,2,5.97
Blend,Light,Medium,Pour-over,95.64596472403423,226.96354749199224,0.062,0,1,5.81
Robusta,Dark,Fine,Cold Brew,91.87152985606528,242.3209093923358,0.057,5,5,4.07
Blend,Light,Medium,French Press,85.25933199804618,215.73198820938813,0.062,4,5,5.35
Blend,Medium,Fine,Cold Brew,86.37034188187438,264.78845783864546,0.059,5,5,4.53
Robusta,Light,Medium,Pour-over,91.44642392703246,215.8102134184715,0.067,1,2,4.25
Blend,Dark,Medium,Espresso,91.45041824533422,266.0464584260925,0.069,0,0,5.17
Robusta,Medium,Coarse,Pour-over,96.53902779801197,295.86387566325055,0.067,1,3,4.75
Arabica,Dark,Fine,Cold Brew,93.2292883878785,205.55648359305718,0.065,4,2,6.0
Blend,Light,Medium,Espresso,90.56152109780227,251.86302180563047,0.07,2,4,6.22
Blend,Light,Coarse,Espresso,94.3523827725941,252.42365035490812,0.065,5,5,5.04
Blend,Dark,Medium,Cold Brew,88.34863879294129,200.48677276318136,0.059,2,0,5.26
Robusta,Light,Fine,Pour-over,89.7257440199384,212.504627516372,0.062,3,1,4.85
Robusta,Light,Coarse,Pour-over,92.09313469328707,248.89064529792967,0.062,1,1,4.6
Robusta,Light,Fine,Pour-over,91.75498690744405,261.73518275779026,0.064,0,2,5.13
Robusta,Dark,Fine,Pour-over,93.65975365995435,192.97621577500593,0.059,1,5,3.37
Robusta,Light,Coarse,Espresso,93.38961887629736,185.31448774159017,0.06,4,3,4.98
Blend,Dark,Coarse,Pour-over,91.916433333868,266.6233586777677,0.067,0,3,5.0
Arabica,Dark,Medium,Pour-over,91.43181457775836,180.51064529015028,0.06,4,4,6.49
Blend,Medium,Coarse,Espresso,93.06766813266296,225.7803755517622,0.059,4,4,6.89
Blend,Light,Fine,French Press,93.00517408725236,252.64623828731112,0.06,5,4,5.83
Blend,Medium,Medium,Espresso,93.83740638204081,199.33267485694012,0.056,2,4,6.2
Robusta,Dark,Coarse,French Press,93.0015798997056,297.25467127324737,0.061,4,2,4.57
Robusta,Light,Fine,Cold Brew,93.45247735679885,209.17728342455277,0.064,1,2,4.59
Robusta,Medium,Medium,French Press,91.6154435912427,266.38884798625577,0.062,2,0,5.64
Arabica,Medium,Medium,French Press,90.19194245651663,275.3696922309524,0.058,0,3,6.97
Robusta,Medium,Fine,French Press,95.16378054868117,247.95610648601308,0.062,1,3,4.75
Robusta,Dark,Coarse,Espresso,92.42350789607463,284.73830579391506,0.067,0,5,3.57
Blend,Medium,Fine,French Press,91.801570145379,213.87633354598654,0.066,5,1,5.74
Arabica,Dark,Medium,Espresso,92.46032292786282,247.11115691719525,0.057,5,2,6.95
Blend,Dark,Coarse,Cold Brew,94.25086073024285,263.96927788451865,0.062,3,5,5.67
Arabica,Dark,Fine,Pour-over,90.40708730656411,226.59448875314192,0.056,0,2,6.18
Blend,Light,Medium,French Press,94.53955427518201,259.9906575398409,0.068,5,5,4.56
Robusta,Dark,Coarse,Cold Brew,98.0,195.87268970767067,0.065,5,1,3.23
Blend,Medium,Medium,Cold Brew,92.45333131185443,270.6110575345904,0.065,2,5,5.45
Arabica,Light,Fine,Pour-over,92.5327139259201,246.57273327604048,0.065,5,5,6.03
Robusta,Light,Fine,Espresso,92.1251681336471,342.5011063733007,0.071,2,4,4.23
Arabica,Medium,Medium,Pour-over,92.58011952147636,229.83775207284592,0.059,0,0,6.54
Arabica,Dark,Coarse,French Press,95.5774896770944,235.1954542715452,0.057,3,3,6.32
Robusta,Medium,Medium,Pour-over,92.92535032499454,213.34863197960374,0.059,1,2,5.87
Robusta,Medium,Coarse,French Press,86.81030650481947,230.7635898527378,0.057,3,4,5.09
Arabica,Dark,Medium,French Press,92.06163613666314,261.73186656329165,0.059,3,1,6.15
Robusta,Light,Medium,Cold Brew,89.69001180140762,188.15533343000422,0.066,3,4,4.97
Blend,Dark,Coarse,Pour-over,96.501714106888,236.95612925552163,0.068,5,2,4.71
Arabica,Dark,Medium,Cold Brew,91.51778767606442,281.43389219470475,0.071,1,0,4.59
Robusta,Light,Fine,Espresso,94.94935289892965,194.17365715338582,0.061,1,2,5.02
Blend,Medium,Coarse,Pour-over,92.52188344905713,198.43705734432876,0.068,3,1,6.16
Robusta,Dark,Medium,French Press,87.78443045958927,237.9038219769012,0.063,2,3,5.95
Robusta,Dark,Medium,French Press,94.85434783117427,225.33971918527791,0.062,3,2,5.49
Robusta,Medium,Medium,Pour-over,93.03483500463885,250.47801397365254,0.065,1,5,4.64
Robusta,Medium,Fine,Cold Brew,88.30019352110936,266.42893577854994,0.064,0,4,3.78
Blend,Medium,Fine,French Press,93.20626477460883,188.33897592927195,0.06,3,2,6.89
Blend,Light,Fine,Cold Brew,93.3259580191851,222.78458094411934,0.06,4,5,5.12
Arabica,Dark,Fine,Pour-over,93.3352594140602,225.99926181635436,0.068,2,2,6.27
Robusta,Light,Fine,Cold Brew,95.7147138219393,204.92029621957792,0.065,4,5,4.06
Robusta,Light,Coarse,Cold Brew,86.99468373829211,341.1825802185129,0.067,4,1,3.58
Blend,Dark,Fine,Pour-over,93.60445200903773,289.1592200995625,0.067,5,3,4.11
Robusta,Dark,Fine,Cold Brew,90.2461468080284,238.75764268516392,0.07,4,5,3.32
Robusta,Medium,Medium,Cold Brew,94.10376667753019,247.26436265014038,0.068,4,4,5.99
Arabica,Medium,Coarse,French Press,91.382694205911,238.21027276949607,0.062,0,5,5.17
Blend,Light,Coarse,Cold Brew,95.51498693534165,225.3865618795012,0.058,4,5,4.2
Arabica,Dark,Fine,Cold Brew,88.66998928434222,336.40194597628533,0.07,1,3,4.66
Blend,Medium,Fine,Espresso,90.04750182311011,240.07383820924022,0.056,0,0,6.43
Robusta,Light,Medium,French Press,91.34403676551229,177.87471786524682,0.056,0,4,3.62
Arabica,Dark,Coarse,French Press,92.74753601514169,204.26027064449568,0.06,5,3,6.12
Robusta,Medium,Fine,Cold Brew,90.53852593206288,297.16468074204124,0.058,0,0,3.57
Blend,Dark,Fine,Cold Brew,94.26224951087141,195.26903381738884,0.065,5,5,4.21
Robusta,Dark,Fine,Espresso,95.88761534558904,211.2467044956508,0.061,0,4,4.57
Arabica,Medium,Medium,Cold Brew,92.27525745334512,250.0896158570671,0.07,3,2,8.28
